,carat,cut_ord,clarity_ord,Predicted Price,cut,color,clarity
2160,0.3,3,4,440.12,Very Good,J,VS1
2161,1.0,5,3,5642.12,Ideal,D,SI1
2162,0.71,4,2,2281.17,Premium,E,SI2
2163,1.01,5,3,4948.41,Ideal,H,SI1
2164,1.0,3,2,4104.27,Very Good,F,SI2
2165,0.46,3,5,1321.0,Very Good,D,VS2
2166,0.92,2,4,4228.0,Good,H,VS1
2167,1.61,4,3,8852.0,Premium,I,SI1
2168,0.31,3,6,544.0,Very Good,I,VVS2
2169,0.31,5,6,860.71,Ideal,D,VVS2
2170,0.77,5,5,3009.8,Ideal,H,VS2
2171,1.2,3,3,4892.75,Very Good,J,SI1
2172,0.78,5,3,3135.5,Ideal,G,SI1
2173,0.4,5,2,671.25,Ideal,E,SI2
2174,0.56,5,4,1855.57,Ideal,G,VS1
2175,0.31,4,8,948.71,Premium,H,IF
2176,0.41,5,7,1036.6,Ideal,H,WS1
2177,0.32,4,3,518.62,Premium,I,SI1
2178,0.38,5,4,1008.38,Ideal,E,VS1
2179,0.3,5,5,740.71,Ideal,E,VS2
2180,1.25,5,5,6419.0,Ideal,I,VS2
2181,1.79,4,4,12985.0,Premium,I,VS1
2182,0.43,5,5,1092.5,Ideal,D,VS2
2183,0.35,5,5,875.67,Ideal,E,I1
2184,0.31,4,8,1031.0,Premium,E,IF
2185,0.71,4,3,2489.36,Premium,F,SI1
2186,0.51,1,3,1160.0,Fair,G,SI1
2187,0.32,5,5,850.12,Ideal,D,VS2
2188,0.53,5,2,1353.6,Ideal,D,SI2
2189,1.0,3,2,4337.12,Very Good,E,SI2
2190,0.7,5,3,2677.41,Ideal,E,SI1
2191,1.7,3,2,10000.0,Very Good,H,SI2
2192,1.17,5,5,7481.0,Ideal,G,VS2
2193,0.8,3,5,2857.5,Very Good,H,VS2
2194,0.38,4,3,700.0,Premium,F,SI1
2195,0.3,5,2,422.0,Ideal,G,SI2
2196,0.55,5,3,1596.5,Ideal,E,SI1
2197,0.7,1,4,2415.0,Fair,H,VS1
2198,0.31,5,5,830.96,Ideal,D,VS2
2199,2.01,3,1,7204.0,Very Good,H,I1
2200,0.63,5,2,1141.0,Ideal,J,SI2
2201,0.7,1,4,2606.33,Fair,D,VS1
2202,1.59,5,5,8709.0,Ideal,H,VS2
2203,0.38,5,3,755.25,Ideal,F,SI1
2204,0.5,5,6,1857.89,Ideal,G,VVS2
2205,1.0,2,4,5502.0,Good,H,VS1
2206,0.52,5,3,1641.95,Ideal,D,SI1
2207,0.31,5,5,745.53,Ideal,E,VS2
2208,0.41,4,5,968.27,Premium,F,VS2
2209,1.21,4,2,5823.0,Premium,E,SI2
2210,0.64,4,5,2211.0,Premium,F,VS2
2211,0.7,3,5,2544.94,Good,D,I1
2212,0.31,2,5,500.14,Good,H,VS2
2213,0.82,5,7,3708.0,Ideal,H,WS1
2214,1.06,5,2,5233.0,Ideal,E,SI2
2215,0.54,3,3,1368.5,Very Good,E,SI1
2216,1.52,3,2,8192.0,Very Good,F,SI2
2217,1.5,3,6,8480.0,Very Good,J,VVS2
2218,0.59,3,4,2034.0,Very Good,D,VS1
2219,1.17,3,3,5304.25,Very Good,H,SI1
2220,0.8,5,3,3452.0,Ideal,D,SI1
2221,1.03,4,2,3913.5,Premium,H,SI2
2222,0.51,5,7,1966.18,Ideal,G,WS1
2223,0.73,5,2,2585.0,Ideal,F,SI1
2224,0.51,5,3,1466.15,Ideal,E,SI1
2225,0.31,4,5,604.8,Premium,G,VS2
2226,0.38,3,4,606.0,Very Good,I,VS1
2227,1.52,2,5,6982.0,Good,J,VS2
2228,1.24,4,8,11104.0,Premium,G,IF
2229,1.02,5,3,5041.55,Ideal,H,SI1
2230,0.3,5,6,543.67,Ideal,I,VVS2
2231,0.39,4,5,941.5,Premium,E,VS2
2232,0.76,2,5,3030.92,Good,D,VS2
2233,0.52,4,5,1609.78,Premium,F,VS2
2234,1.02,4,5,6305.8,Premium,E,VS2
2235,0.4,5,5,935.31,Ideal,G,VS2
2236,0.52,5,6,2522.33,Ideal,D,VVS2
2237,0.52,3,5,1743.2,Very Good,D,VS2
2238,0.63,4,3,1736.0,Premium,F,SI1
2239,0.32,4,6,984.8,Premium,E,VVS2
2240,0.4,4,6,1311.0,Premium,D,VVS2
2241,0.74,5,2,2626.33,Ideal,E,SI2
2242,1.07,5,2,4538.8,Ideal,H,SI2
2243,3.01,2,2,18593.0,Good,I,SI2
2244,0.31,4,6,857.0,Premium,G,VVS2
2245,0.54,5,7,1238.0,Ideal,J,WS1
2246,0.7,3,3,2242.06,Good,G,SI1
2247,2.48,4,3,17231.0,Premium,I,SI1
2248,0.3,5,5,489.5,Ideal,H,VS2
2249,0.9,2,2,2503.0,Good,I,SI2
2250,0.33,4,7,1021.0,Premium,G,WS1
2251,1.3,4,5,9216.0,Premium,G,VS2
2252,1.14,2,2,4501.0,Good,G,SI2
2253,0.62,5,7,2237.0,Ideal,H,WS1
2254,0.31,4,4,885.91,Premium,E,VS1
2255,0.3,5,8,882.14,Ideal,G,IF
2256,1.02,5,3,5556.25,Ideal,E,SI1
2257,0.53,5,5,1627.0,Ideal,G,VS2
2258,1.08,4,2,4409.33,Premium,G,SI2
2259,1.01,4,2,4229.06,Premium,F,SI2
2260,1.13,1,2,3730.0,Fair,H,SI2
2261,1.7,5,5,17605.25,Ideal,F,VS2
2262,0.42,5,4,1074.9,Ideal,F,VS1
2263,1.08,5,4,8674.0,Ideal,E,VS1
2264,0.77,4,5,1940.0,Premium,I,VS2
2265,1.11,5,5,7402.0,Ideal,G,VS2
2266,1.12,5,2,4803.33,Ideal,E,SI2
2267,1.2,4,4,6152.0,Premium,H,VS1
2268,1.02,3,4,7381.6,Very Good,F,VS1
2269,0.33,5,6,818.43,Ideal,G,VVS2
2270,0.31,3,7,843.5,Very Good,G,WS1
2271,1.25,4,3,5340.0,Premium,J,SI1
2272,1.25,4,5,7246.0,Premium,H,VS2
2273,0.3,5,6,832.06,Ideal,E,VVS2
2274,1.11,5,5,7402.0,Ideal,G,VS2
2275,0.61,5,5,2207.0,Ideal,F,VS2
2276,1.26,3,3,6733.0,Very Good,G,SI1
2277,0.32,5,3,677.59,Ideal,D,SI1
2278,1.5,4,4,9920.5,Premium,I,VS1
2279,0.39,5,3,792.4,Ideal,F,SI1
2280,1.73,4,2,10572.0,Premium,H,SI2
2281,1.0,5,2,3649.25,Ideal,I,SI2
2282,2.39,3,4,16791.0,Very Good,J,VS1
2283,1.52,4,3,9273.71,Premium,H,SI1
2284,0.33,5,2,591.29,Ideal,D,SI2
2285,0.31,5,7,612.08,Ideal,I,WS1
2286,1.2,3,3,6617.0,Very Good,F,SI1
2287,0.36,5,6,1039.33,Ideal,E,VVS2
2288,0.31,5,5,456.36,Ideal,I,VS2
2289,0.37,5,5,911.09,Ideal,E,VS2
2290,2.59,5,4,17753.0,Ideal,I,VS1
2291,0.56,5,5,1816.93,Ideal,E,VS2
2292,1.01,4,3,4967.1,Premium,F,SI1
2293,0.71,5,3,2546.08,Ideal,F,SI1
2294,0.4,3,2,765.0,Very Good,G,SI2
2295,1.02,5,3,5556.25,Ideal,E,SI1
2296,0.38,3,2,585.0,Very Good,H,SI2
2297,1.01,4,2,4204.23,Premium,G,SI2
2298,0.84,5,5,2376.0,Ideal,J,VS2
2299,0.83,4,3,2274.5,Premium,J,SI1
2300,0.31,4,6,654.0,Premium,I,VVS2
2301,2.01,4,2,12240.75,Premium,J,SI2
2302,0.43,5,7,1364.2,Ideal,F,WS1
2303,0.34,5,5,804.79,Ideal,F,VS2
2304,0.33,5,4,824.89,Ideal,E,VS1
2305,1.0,3,2,4543.36,Very Good,D,SI2
2306,0.28,5,3,455.0,Ideal,G,SI1
2307,0.4,5,6,981.09,Ideal,G,VVS2
2308,1.08,5,3,5230.8,Ideal,H,SI1
2309,1.19,1,3,4368.0,Fair,H,SI1
2310,1.51,3,4,15249.0,Very Good,F,VS1
2311,0.91,3,2,3721.17,Very Good,E,SI1
2312,0.43,4,5,1007.57,Premium,G,VS2
2313,1.01,5,5,7116.0,Ideal,E,VS2
2314,0.53,5,5,1731.86,Ideal,F,VS2
2315,0.33,3,7,920.0,Very Good,D,WS1
2316,1.11,4,2,4567.0,Premium,F,SI2
2317,1.02,4,4,7359.88,Premium,F,VS1
2318,1.01,4,3,4967.1,Premium,F,SI1
2319,0.9,4,3,3431.44,Premium,H,SI1
2320,1.03,5,6,11435.0,Ideal,D,VVS2
2321,0.42,5,6,1285.73,Ideal,D,VVS2
2322,0.51,5,4,1697.81,Ideal,G,VS1
2323,0.71,5,6,4318.67,Ideal,E,VVS2
2324,1.6,5,5,9681.0,Ideal,J,VS2
2325,0.64,3,5,2332.0,Very Good,D,VS2
2326,1.07,4,3,5413.8,Premium,F,SI1
2327,0.63,5,3,1134.0,Ideal,J,SI1
2328,0.43,4,5,955.4,Premium,F,VS2
2329,0.34,4,5,689.3,Premium,G,VS2
2330,0.3,2,4,648.24,Good,G,VS1
2331,1.0,3,3,4894.27,Very Good,F,SI1
2332,1.01,3,5,6557.68,Very Good,E,VS2
2333,1.23,2,3,4612.0,Good,J,SI1
2334,1.02,4,3,4560.8,Premium,H,SI1
2335,2.01,1,2,14948.0,Fair,E,SI2
2336,0.82,5,2,2851.17,Ideal,F,SI1
2337,0.32,5,5,725.43,Ideal,F,VS2
2338,0.71,4,3,2489.36,Premium,F,SI1
2339,0.4,3,2,696.78,Very Good,E,SI2
2340,0.4,3,8,651.0,Very Good,J,IF
2341,0.51,5,5,1258.0,Ideal,I,VS2
2342,0.32,2,5,607.0,Good,D,VS2
2343,0.42,5,6,1044.79,Ideal,G,VVS2
2344,0.32,3,4,552.67,Very Good,I,VS1
2345,1.66,4,6,10062.0,Premium,J,VVS2
2346,1.56,3,3,8539.0,Very Good,I,SI1
2347,1.5,3,1,4158.0,Very Good,J,I1
2348,0.31,5,8,1106.09,Ideal,E,IF
2349,0.7,2,5,2634.6,Good,E,I1
2350,0.7,5,3,2551.57,Ideal,D,SI1
2351,0.72,5,2,2212.0,Ideal,H,SI1
2352,0.52,5,2,1300.67,Ideal,D,SI2
2353,0.41,3,7,1179.33,Very Good,F,WS1
2354,0.9,3,4,4300.88,Very Good,H,VS1
2355,2.06,5,5,15691.0,Ideal,I,VS2
2356,0.72,5,4,2462.0,Ideal,I,VVS2
2357,0.38,4,5,1112.0,Premium,E,VS2
2358,0.51,5,5,1720.89,Ideal,E,VS2
2359,0.31,4,7,944.8,Premium,G,WS1
2360,0.71,3,3,1879.25,Very Good,J,SI1
2361,2.22,5,5,18363.0,Ideal,I,VS2
2362,1.24,5,6,14270.0,Ideal,D,VVS2
2363,1.02,4,5,6395.5,Premium,F,VS2
2364,0.78,5,6,3015.0,Ideal,H,VVS2
2365,0.34,2,3,590.17,Good,E,SI1
2366,1.25,4,2,5296.67,Premium,H,SI2
2367,0.71,5,4,3140.64,Ideal,G,VS1
2368,0.7,4,3,2560.87,Premium,E,SI1
2369,0.3,4,5,473.0,Premium,J,VS2
2370,1.03,5,3,6054.67,Ideal,D,SI1
2371,0.53,5,5,1770.91,Ideal,E,VS2
2372,0.4,4,6,1098.0,Premium,F,VVS2
2373,0.57,4,4,2360.0,Premium,D,VS1
2374,1.01,1,3,4633.8,Fair,E,SI1
2375,0.71,2,4,3253.0,Good,D,VS1
2376,1.21,5,4,8860.5,Ideal,G,VS1
2377,1.54,4,2,7002.5,Premium,I,SI2
2378,0.32,4,4,576.5,Premium,I,VS1
2379,0.93,4,5,4834.0,Premium,G,VS2
2380,0.71,4,5,3009.33,Premium,D,VS2
2381,2.33,5,5,17504.0,Ideal,I,VS2
2382,0.52,4,3,1246.25,Premium,G,SI1
2383,2.01,4,2,12240.75,Premium,J,SI2
2384,0.53,5,5,1770.91,Ideal,E,VS2
2385,0.57,4,5,1688.0,Premium,G,VS2
2386,0.58,2,3,1341.5,Good,G,SI1
2387,0.31,4,5,792.71,Premium,E,VS2
2388,0.31,2,7,703.0,Good,H,WS1
2389,0.34,5,5,815.8,Ideal,E,VS2
2390,1.01,2,2,4268.46,Good,E,SI2
2391,1.08,5,4,7472.5,Ideal,G,VS1
2392,0.33,5,4,527.5,Ideal,I,VS1
2393,1.11,3,4,9901.0,Very Good,E,VS1
2394,0.3,5,5,740.71,Ideal,E,VS2
2395,1.01,3,4,4581.0,Very Good,I,VS1
2396,1.73,2,1,6962.0,Good,E,I1
2397,1.5,4,2,7691.38,Premium,H,SI2
2398,1.02,4,7,8282.5,Premium,G,WS1
2399,0.34,5,8,1007.87,Ideal,G,IF
2400,1.04,2,2,4427.0,Good,F,SI2
2401,0.5,5,5,1666.43,Ideal,E,VS2
2402,0.41,5,5,616.67,Ideal,J,VS2
2403,1.02,4,3,3676.0,Premium,J,SI1
2404,0.5,4,4,1669.8,Premium,G,VS1
2405,0.66,5,3,1735.5,Ideal,G,SI1
2406,0.42,4,7,1389.0,Premium,F,WS1
2407,0.3,3,5,500.0,Very Good,H,VS2
2408,1.01,3,2,4586.52,Very Good,D,SI2
2409,0.7,1,2,2103.5,Fair,G,SI2
2410,0.45,2,7,1228.0,Good,G,WS1
2411,1.01,5,4,7842.86,Ideal,E,VS1
2412,0.74,1,3,2063.0,Fair,G,SI1
2413,1.45,1,2,6387.0,Fair,J,SI2
2414,0.3,5,3,433.7,Ideal,I,SI1
2415,1.62,5,5,15750.5,Ideal,G,VS2
2416,0.9,2,2,3430.93,Good,E,SI2
2417,0.31,4,5,792.71,Premium,E,VS2
2418,1.03,4,1,3261.0,Premium,H,I1
2419,0.3,4,5,753.0,Premium,E,VS2
2420,0.25,3,6,575.67,Very Good,D,VVS2
2421,0.31,4,4,885.91,Premium,E,VS1
2422,1.0,4,2,3736.73,Premium,H,SI2
2423,0.9,3,2,3795.24,Very Good,D,SI2
2424,1.0,3,3,4766.2,Very Good,H,SI1
2425,0.5,3,3,1072.8,Very Good,H,SI1
2426,1.91,5,2,12700.0,Ideal,G,SI2
2427,0.5,4,4,1760.0,Premium,F,VS1
2428,1.03,5,2,4350.5,Ideal,F,SI2
2429,1.1,3,4,4790.0,Very Good,I,VS1
2430,1.51,5,2,8951.0,Ideal,H,SI2
2431,0.67,5,2,1240.0,Ideal,F,SI2
2432,1.35,1,3,4368.0,Fair,J,SI1
2433,1.02,3,6,9132.67,Very Good,F,VVS2
2434,0.31,3,7,843.5,Very Good,G,WS1
2435,0.79,3,5,1999.0,Very Good,J,VS2
2436,0.3,5,6,740.6,Ideal,G,VVS2
2437,0.52,3,4,1627.25,Very Good,G,VS1
2438,0.33,3,5,463.0,Very Good,I,VS2
2439,1.2,5,5,8537.5,Ideal,F,VS2
2440,0.78,4,2,2392.0,Premium,F,SI2
2441,0.41,5,6,1152.76,Ideal,F,VVS2
2442,0.4,4,3,845.0,Premium,D,SI1
2443,0.42,5,5,960.4,Ideal,G,VS2
2444,0.52,3,6,1833.0,Very Good,G,VVS2
2445,0.76,5,2,2340.33,Ideal,G,SI2
2446,1.11,4,2,5134.0,Premium,D,SI2
2447,1.04,5,7,8761.5,Ideal,G,WS1
2448,0.41,3,6,982.0,Very Good,F,VVS2
2449,0.33,5,6,755.88,Ideal,H,VVS2
2450,0.3,5,3,433.7,Ideal,I,SI1
2451,0.32,4,5,655.35,Premium,G,VS2
2452,0.34,2,3,628.0,Good,H,SI1
2453,0.56,4,7,1622.0,Premium,I,WS1
2454,0.7,4,2,2035.19,Premium,D,SI2
2455,0.33,4,8,946.5,Premium,G,IF
2456,0.26,4,7,600.0,Premium,H,WS1
2457,1.0,2,2,4068.59,Good,E,SI2
2458,0.35,5,7,1004.17,Ideal,E,WS1
2459,1.01,4,3,5588.67,Premium,D,SI1
2460,2.04,4,3,15182.6,Premium,H,SI1
2461,0.55,5,2,1057.0,Ideal,H,SI2
2462,0.26,3,4,476.0,Very Good,F,VS1
2463,0.41,3,4,901.43,Very Good,F,VVS2
2464,0.41,5,6,1205.76,Ideal,E,VVS2
2465,0.32,5,4,559.27,Ideal,I,VS1
2466,0.36,5,5,931.57,Ideal,E,VS2
2467,0.73,3,2,2374.5,Very Good,E,SI1
2468,0.33,4,8,1038.33,Premium,H,IF
2469,0.72,3,6,3798.0,Very Good,E,VVS2
2470,0.4,2,3,706.75,Good,D,SI1
2471,1.28,5,7,8928.0,Ideal,H,WS1
2472,0.38,5,7,1004.5,Ideal,G,WS1
2473,1.24,5,5,7979.0,Ideal,H,VS2
2474,1.5,2,2,7520.5,Good,G,SI2
2475,1.5,2,3,6218.5,Good,J,SI1
2476,2.01,5,3,16791.29,Ideal,H,SI1
2477,1.1,5,4,7580.8,Ideal,G,VS1
2478,0.5,2,5,1365.5,Good,G,VS2
2479,1.5,4,3,11282.33,Premium,E,SI1
2480,1.5,4,6,8485.33,Premium,J,VVS2
2481,1.06,5,6,12820.5,Ideal,D,VVS2
2482,0.56,3,6,2148.0,Very Good,E,VVS2
2483,0.95,2,2,2905.0,Ideal,I,SI1
2484,0.31,4,7,944.8,Premium,G,WS1
2485,1.05,3,3,4938.25,Very Good,H,SI1
2486,2.01,5,2,18371.0,Ideal,D,SI2
2487,0.31,3,3,622.65,Very Good,E,SI1
2488,0.56,5,4,1979.18,Ideal,E,VS1
2489,0.3,5,5,788.35,Ideal,D,VS2
2490,0.7,5,6,3032.0,Ideal,H,IF
2491,1.5,3,2,7392.0,Very Good,I,SI2
2492,0.38,5,7,1117.38,Ideal,F,WS1
2493,0.3,3,3,445.14,Very Good,I,SI1
2494,0.71,4,2,2555.5,Premium,D,SI2
2495,1.0,5,3,4971.33,Ideal,G,SI1
2496,1.22,4,3,6832.5,Fair,E,VS2
2497,1.51,5,6,15175.0,Ideal,G,VVS2
2498,2.01,5,3,15785.0,Ideal,G,SI1
2499,0.36,4,6,859.0,Premium,E,VVS2
2500,0.42,5,4,945.5,Ideal,G,VS1
2501,0.91,4,5,4917.0,Premium,F,VS2
2502,1.29,2,5,5319.0,Ideal,I,VS2
2503,1.01,3,3,4629.31,Very Good,G,SI1
2504,1.63,5,1,7100.0,Ideal,F,I1
2505,2.0,2,3,17682.33,Good,G,SI1
2506,2.53,4,3,15324.0,Premium,H,VS2
2507,1.03,1,3,4845.0,Fair,D,SI1
2508,0.35,5,8,1022.31,Ideal,G,IF
2509,1.02,2,2,3856.75,Good,H,SI2
2510,1.51,4,1,6038.0,Premium,H,I1
2511,1.56,5,4,18416.0,Ideal,F,VS1
2512,0.23,3,7,503.0,Very Good,E,WS1
2513,0.66,2,4,2165.0,Good,G,VS1
2514,0.91,4,5,4152.0,Premium,H,VS2
2515,0.31,3,3,430.5,Very Good,I,SI1
2516,0.44,5,6,1253.0,Ideal,F,VVS2
2517,0.4,2,3,706.75,Good,D,SI1
2518,0.9,3,3,3271.55,Very Good,I,SI1
2519,0.59,3,4,1942.0,Very Good,G,VS1
2520,0.41,5,6,1205.76,Ideal,E,VVS2
2521,1.01,3,4,6592.65,Very Good,G,VS1
2522,0.52,3,3,978.0,Very Good,I,SI1
2523,0.37,4,3,551.0,Premium,G,SI1
2524,1.51,4,3,11013.27,Premium,F,SI1
2525,2.01,3,3,16144.29,Very Good,H,SI1
2526,2.05,4,2,9850.0,Premium,I,SI2
2527,1.21,4,3,6076.71,Premium,H,SI1
2528,1.01,3,4,5222.6,Very Good,H,VS1
2529,0.23,2,6,452.0,Good,E,VVS2
2530,1.5,1,1,4798.0,Fair,H,I1
2531,0.73,5,4,3204.57,Ideal,F,VVS2
2532,0.73,3,5,2101.0,Very Good,J,VS2
2533,0.56,1,3,1133.0,Fair,F,SI1
2534,0.33,4,4,693.67,Premium,H,VS1
2535,1.71,5,3,10896.0,Ideal,F,SI1
2536,2.15,5,2,18001.0,Ideal,G,SI2
2537,1.31,5,3,9331.0,Ideal,F,SI1
2538,0.9,2,3,3919.05,Good,F,SI1
2539,0.38,5,4,880.2,Ideal,G,VS1
2540,0.4,4,7,1299.0,Premium,F,WS1
2541,1.03,3,4,6845.67,Very Good,G,VS1
2542,0.39,3,7,742.5,Very Good,J,WS1
2543,0.42,5,5,980.31,Ideal,E,VS2
2544,0.58,5,2,1378.0,Ideal,D,SI2
2545,1.0,1,2,3706.9,Fair,E,SI2
2546,0.31,3,4,668.6,Very Good,G,VS1
2547,1.5,4,2,7691.38,Premium,H,SI2
2548,0.7,2,6,2958.0,Good,D,IF
2549,1.5,4,3,7859.67,Premium,I,SI1
2550,1.5,3,3,11540.2,Very Good,D,SI1
2551,1.55,5,5,9233.0,Ideal,I,VS2
2552,0.33,4,4,784.54,Premium,G,VS1
2553,1.23,5,5,7847.0,Ideal,H,VS2
2554,0.57,3,3,1401.0,Very Good,G,SI1
2555,1.72,4,1,6962.0,Premium,F,I1
2556,1.0,4,4,6423.92,Premium,G,VS1
2557,1.28,5,1,4428.0,Ideal,G,I1
2558,0.38,5,5,819.62,Ideal,G,VS2
2559,0.9,3,2,3462.12,Very Good,G,SI2
2560,1.51,3,6,13925.0,Very Good,G,VVS2
2561,0.52,4,3,1138.0,Premium,H,SI1
2562,0.31,5,7,891.69,Ideal,E,WS1
2563,0.28,3,6,674.5,Very Good,F,VVS2
2564,0.7,3,3,2440.88,Good,E,SI1
2565,1.51,3,5,14187.75,Very Good,E,VS2
2566,1.05,3,8,8225.0,Very Good,G,IF
2567,1.0,4,6,8969.0,Premium,E,VVS2
2568,1.51,3,6,8628.0,Very Good,J,VVS2
2569,1.21,3,3,6233.71,Very Good,H,SI1
2570,0.34,5,4,615.4,Ideal,I,VS1
2571,0.9,4,3,4218.25,Premium,E,SI1
2572,1.3,5,3,9242.0,Ideal,D,SI1
2573,0.42,5,4,945.5,Ideal,G,VS1
2574,0.74,5,3,2713.33,Ideal,E,SI1
2575,1.02,5,4,8076.0,Ideal,D,VS1
2576,0.3,5,5,788.35,Ideal,D,VS2
2577,0.4,3,6,1210.2,Very Good,D,VVS2
2578,0.3,4,3,658.77,Premium,D,SI1
2579,0.3,5,5,740.71,Ideal,E,VS2
2580,2.01,1,2,11468.8,Fair,H,SI2
2581,1.35,4,5,10699.0,Premium,D,I1
2582,1.03,5,2,4350.5,Ideal,F,SI2
2583,1.01,2,3,5194.42,Good,D,SI1
2584,0.71,3,5,2443.0,Very Good,H,VS2
2585,0.38,5,7,1117.38,Ideal,F,WS1
2586,0.5,2,2,1060.0,Good,G,SI2
2587,0.54,4,4,1664.67,Premium,H,VS1
2588,0.73,5,7,4736.0,Ideal,F,WS1
2589,1.01,1,2,3904.25,Fair,D,SI2
2590,0.51,4,5,1684.31,Premium,E,VS2
2591,1.01,2,5,4068.5,Good,I,VS2
2592,2.03,4,4,14660.0,Premium,J,VS1
2593,0.34,5,6,746.25,Ideal,H,VVS2
2594,0.54,5,6,2333.0,Ideal,F,VVS2
2595,0.7,2,4,2301.5,Good,H,VS1
2596,1.52,2,3,9958.0,Good,H,SI1
2597,0.31,5,3,644.87,Ideal,D,SI1
2598,0.4,3,7,1238.0,Very Good,E,WS1
2599,0.5,4,3,1532.62,Premium,D,SI1
2600,1.02,3,2,4328.83,Very Good,E,SI2
2601,0.5,3,4,1484.33,Very Good,H,VS1
2602,1.21,3,3,7703.0,Very Good,E,SI1
2603,0.54,2,4,2010.0,Good,D,VS1
2604,1.01,5,3,4948.41,Ideal,H,SI1
2605,0.32,5,5,577.82,Ideal,H,VS2
2606,0.9,4,5,4121.13,Premium,H,VS2
2607,1.5,5,6,16754.0,Ideal,F,VVS2
2608,0.33,4,7,1021.0,Premium,G,WS1
2609,0.5,3,5,1416.1,Very Good,F,VS2
2610,0.71,5,2,2556.08,Ideal,D,SI2
2611,0.72,4,5,2350.67,Premium,H,VS2
2612,1.08,3,2,4429.33,Very Good,G,SI2
2613,0.55,5,3,1596.5,Ideal,E,SI1
2614,0.33,4,5,774.42,Premium,F,VS2
2615,0.3,3,6,722.93,Very Good,G,VVS2
2616,0.41,5,7,1379.58,Ideal,E,WS1
2617,0.35,4,3,749.33,Premium,E,SI1
2618,1.51,3,4,10603.0,Very Good,H,VS1
2619,0.82,2,3,2140.0,Ideal,J,SI1
2620,1.18,4,3,5452.5,Premium,H,SI1
2621,0.4,4,4,986.0,Premium,G,VS1
2622,0.31,5,5,548.82,Ideal,H,VS2
2623,0.3,4,3,533.0,Premium,H,SI1
2624,2.05,4,2,17073.5,Premium,E,SI2
2625,0.7,3,3,2332.84,Good,D,SI1
2626,0.42,3,3,796.0,Very Good,E,SI1
2627,1.06,5,2,4443.22,Ideal,H,SI2
2628,0.29,3,6,541.0,Very Good,G,VVS2
2629,0.73,5,4,3486.5,Ideal,E,VVS2
2630,1.03,3,3,4897.0,Very Good,G,SI1
2631,0.74,5,3,2713.33,Ideal,E,SI1
2632,1.18,4,1,3589.0,Premium,E,I1
2633,0.9,4,4,4092.5,Premium,H,VS1
2634,1.41,4,3,8572.0,Premium,G,SI1
2635,1.03,5,6,6560.0,Ideal,H,VVS2
2636,1.02,4,5,7284.5,Premium,D,VS2
2637,0.7,5,2,2252.57,Ideal,D,SI2
2638,0.32,5,5,725.43,Ideal,F,VS2
2639,0.43,5,7,1433.0,Ideal,E,WS1
2640,0.5,3,2,1137.5,Very Good,E,SI2
2641,0.28,3,6,532.0,Very Good,D,VVS2
2642,0.36,5,5,626.57,Ideal,H,VS2
2643,1.51,3,3,11431.83,Very Good,F,SI1
2644,0.52,5,5,1696.57,Ideal,G,VS2
2645,1.05,5,3,5236.0,Ideal,F,SI1
2646,0.34,3,3,661.4,Very Good,D,SI1
2647,0.4,5,5,973.94,Ideal,E,VS2
2648,2.14,5,2,12720.0,Ideal,H,SI2
2649,2.0,4,4,11793.0,Premium,J,VS1
2650,0.92,4,2,3641.0,Premium,F,SI2
2651,1.55,4,2,10905.0,Premium,D,SI2
2652,1.04,5,5,6512.19,Ideal,G,VS2
2653,1.02,5,3,5556.25,Ideal,E,SI1
2654,2.01,3,3,14208.8,Very Good,I,SI1
2655,1.51,1,5,8879.0,Fair,I,VS2
2656,0.3,5,6,699.22,Ideal,F,VVS2
2657,1.01,5,5,6447.52,Ideal,G,VS2
2658,1.05,4,4,3957.0,Premium,J,VS1
2659,1.22,5,6,12786.5,Ideal,E,VVS2
2660,0.75,4,3,2658.5,Premium,F,SI1
2661,0.44,5,3,785.5,Ideal,F,SI1
2662,0.33,5,4,755.64,Ideal,G,VS1
2663,0.72,5,5,3228.11,Ideal,E,VS2
2664,0.81,4,2,2634.5,Premium,E,SI2
2665,0.3,5,3,629.39,Ideal,D,SI1
2666,0.7,3,3,2440.88,Good,E,SI1
2667,1.72,4,3,11219.0,Premium,H,SI1
2668,1.0,4,3,4919.24,Premium,F,SI1
2669,0.3,3,3,456.13,Very Good,G,SI1
2670,0.28,5,6,514.0,Ideal,H,VVS2
2671,0.72,3,4,2027.0,Very Good,J,VVS2
2672,0.31,4,3,541.73,Premium,G,SI1
2673,1.54,4,2,7002.5,Premium,I,SI2
2674,0.31,5,3,550.83,Ideal,G,SI1
2675,0.37,4,6,1051.33,Premium,D,VVS2
2676,0.38,5,5,819.62,Ideal,G,VS2
2677,0.9,1,1,1917.0,Fair,E,I1
2678,1.0,4,3,3609.0,Premium,J,SI1
2679,0.33,3,7,570.0,Very Good,I,WS1
2680,1.03,3,2,3729.0,Very Good,J,SI2
2681,0.42,3,2,670.25,Very Good,D,SI2
2682,0.62,5,6,2684.0,Ideal,G,VVS2
2683,0.9,5,3,3445.0,Ideal,J,SI1
2684,1.18,3,2,4379.75,Very Good,I,SI2
2685,0.41,5,5,989.0,Ideal,F,VS2
2686,0.25,3,6,575.67,Very Good,D,VVS2
2687,0.36,4,2,651.0,Premium,E,SI1
2688,0.51,5,2,1178.25,Ideal,E,SI2
2689,1.19,4,5,7393.0,Premium,G,I1
